artifact_id	artifact_key	title	origin	url	http_code	is_pdf	status	note
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	crossref_resource_primary	http://journals.sagepub.com/doi/10.1177/2156587216668109	403	0	http_403	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	crossref_link	http://journals.sagepub.com/doi/pdf/10.1177/2156587216668109	403	0	http_403	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	crossref_link	http://journals.sagepub.com/doi/full-xml/10.1177/2156587216668109	403	0	http_403	
ASOT-0062	doi:10.7151/dmgaa.1088	**Cawagas, R. E.** (2004). *On the structure and zero divisors of the Cayley-Dickson sedenion algebra*. Discussiones Mathematicae -- General Algebra and Applications 24(2), 251-265. DOI: 10.7151/dmgaa.1088.	existing	https://doi.org/10.7151/dmgaa.1088	302	0	http_302	
ASOT-0062	doi:10.7151/dmgaa.1088	**Cawagas, R. E.** (2004). *On the structure and zero divisors of the Cayley-Dickson sedenion algebra*. Discussiones Mathematicae -- General Algebra and Applications 24(2), 251-265. DOI: 10.7151/dmgaa.1088.	crossref_resource_primary	http://www.discuss.wmie.uz.zgora.pl/al/index.php?doi=10.7151/dmgaa.1088	000	0	http_000	
ASOT-0062	doi:10.7151/dmgaa.1088	**Cawagas, R. E.** (2004). *On the structure and zero divisors of the Cayley-Dickson sedenion algebra*. Discussiones Mathematicae -- General Algebra and Applications 24(2), 251-265. DOI: 10.7151/dmgaa.1088.	crossref_link	https://www.dmgaa.uz.zgora.pl/publish/pdf.php?doi=1088	000	0	http_000	
ASOT-8219	url:http://arxiv.org/abs.math.ra/0403113	"Suppressing 'Sleeper Cell' Structures in the Sedenions and 2N-ions"" (""BK3""),"	existing	http://arXiv.org/abs.math.RA/0403113	404	0	http_404	
ASOT-8219	url:http://arxiv.org/abs.math.ra/0403113	"Suppressing 'Sleeper Cell' Structures in the Sedenions and 2N-ions"" (""BK3""),"	force_https	https://arXiv.org/abs.math.RA/0403113	404	0	http_404	
ASOT-8229	url:http://matu1.math.auckland.ac.nz/~king/preprints/chaoq.htm	Flying Higher Than A Box-Kite	existing	http://matu1.math.auckland.ac.nz/~king/Preprints/Chaoq.htm	000	0	http_000	
ASOT-8229	url:http://matu1.math.auckland.ac.nz/~king/preprints/chaoq.htm	Flying Higher Than A Box-Kite	force_https	https://matu1.math.auckland.ac.nz/~king/Preprints/Chaoq.htm	000	0	http_000	
ASOT-8229	url:http://matu1.math.auckland.ac.nz/~king/preprints/chaoq.htm	Flying Higher Than A Box-Kite	existing	http://exo.com/~palmer/ISSS2000ab.html	404	0	http_404	
ASOT-8229	url:http://matu1.math.auckland.ac.nz/~king/preprints/chaoq.htm	Flying Higher Than A Box-Kite	force_https	https://exo.com/~palmer/ISSS2000ab.html	404	0	http_404	
ASOT-8231	url:http://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	"Buck',"""	existing	http://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	404	0	http_404	
ASOT-8231	url:http://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	"Buck',"""	force_https	https://www.wolframscience.com/conference/2004/presentations/materials/rdemarrais.pdf	404	0	http_404	
ASOT-8232	url:https://academic.oup.com/ptep/article-pdf/2014/1/013a03/4432616/ptt110.pdf	https://academic.oup.com/ptep/article-pdf/2014/1/013A03/4432616/ptt110.pdf	existing	https://academic.oup.com/ptep/article-pdf/2014/1/013A03/4432616/ptt110.pdf	403	0	http_403	
ASOT-8233	url:https://archive.org/details/elementarytreat00tailuoft	An Elementary Treatise on Quaternions	existing	https://archive.org/details/elementarytreat00tailuoft	404	0	http_404	
ASOT-8234	url:https://archive.org/details/theoryofbiquater00conwrich	The Theory of Biquaternions	existing	https://archive.org/details/theoryofbiquater00conwrich	404	0	http_404	
ASOT-8313	url:https://arxiv.org/abs/unknown	Monograph: Composition Algebras and Physical Applications	existing	https://arxiv.org/abs/unknown	404	0	http_404	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	existing	https://arxiv.org/pdf/1602.02317	404	0	http_404	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	arxiv_v1	https://arxiv.org/pdf/1602.02317v1	200	1	pdf_ok	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	arxiv_v1_pdf	https://arxiv.org/pdf/1602.02317v1.pdf	200	1	pdf_ok	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	arxiv_v2	https://arxiv.org/pdf/1602.02317v2	200	1	pdf_ok	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	arxiv_v2_pdf	https://arxiv.org/pdf/1602.02317v2.pdf	200	1	pdf_ok	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	export_arxiv	https://export.arxiv.org/pdf/1602.02317	404	0	http_404	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	export_arxiv_pdf	https://export.arxiv.org/pdf/1602.02317.pdf	404	0	http_404	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	arxiv_ftp	https://arxiv.org/ftp/arxiv/papers/1602/1602.02317.pdf	404	0	http_404	
ASOT-8318	url:https://arxiv.org/pdf/1602.02317	https://arxiv.org/pdf/1602.02317	archive_org	https://archive.org/download/arxiv-1602.02317/1602.02317.pdf	200	1	pdf_ok	
ASOT-8341	url:https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf	**Kinyon, M. K., & Sagle, A. A.** (2006). *Subalgebras of the real sedenions*. Canadian Mathematical Bulletin 49(4), 566-581. [PDF](https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf).	existing	https://cms.math.ca/wp-content/uploads/2020/02/cmb49-4-6.pdf	404	0	http_404	
ASOT-8349	url:https://journals.aps.org/prl/abstract/10.1103/physrevlett.43.744	**Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS](https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744).	existing	https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-8349	url:https://journals.aps.org/prl/abstract/10.1103/physrevlett.43.744	**Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS](https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744).	doi_resolver	https://doi.org/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-8349	url:https://journals.aps.org/prl/abstract/10.1103/physrevlett.43.744	**Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS](https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744).	openalex_primary_landing	https://doi.org/10.1103/physrevlett.43.744	403	0	http_403	
ASOT-8349	url:https://journals.aps.org/prl/abstract/10.1103/physrevlett.43.744	**Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS](https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744).	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-8349	url:https://journals.aps.org/prl/abstract/10.1103/physrevlett.43.744	**Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS](https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744).	crossref_link	http://link.aps.org/article/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-8349	url:https://journals.aps.org/prl/abstract/10.1103/physrevlett.43.744	**Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS](https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.43.744).	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.43.744/fulltext	200	1	pdf_ok	
ASOT-8360	url:https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	existing	https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	404	0	http_404	
ASOT-8360	url:https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	https://msp.org/pjm/1985/117-1/pjm-v117-n1-pjm-v117-n1-p10-s.pdf	msp_path_fix	https://msp.org/pjm/1985/117-1/pjm-v117-n1-p10-s.pdf	200	1	pdf_ok	
ASOT-8368	url:https://ncatlab.org/nlab/show/monstrous+moonshine	**nLab contributors.** *Monstrous Moonshine*. [nLab](https://ncatlab.org/nlab/show/Monstrous+Moonshine).	existing	https://ncatlab.org/nlab/show/Monstrous+Moonshine	404	0	http_404	
ASOT-8374	url:https://www.cambridge.org/core/journals/compositio-mathematica/article/stable-homology-of-wheeled-operads/c66016da3a1bb600e57d975d3e8d83bc	**Dotsenko, V.** (2025). *Stable homology of wheeled operads*. Compositio Mathematica. [Cambridge Core](https://www.cambridge.org/core/journals/compositio-mathematica/article/stable-homology-of-wheeled-operads/C66016DA3A1BB600E57D975D3E8D83BC).	existing	https://www.cambridge.org/core/journals/compositio-mathematica/article/stable-homology-of-wheeled-operads/C66016DA3A1BB600E57D975D3E8D83BC	500	0	http_500	
ASOT-8381	url:https://www.researchgate.net/profile/john-bales/publication/238738095_a_tree_for_computing_the_cayley-dickson_twist/links/0a85e53a8b63445499000000/a-tree-for-computing-the-cayley-dickson-twist.pdf	https://www.researchgate.net/profile/John-Bales/publication/238738095_A_Tree_for_Computing_the_Cayley-Dickson_Twist/links/0a85e53a8b63445499000000/A-Tree-for-Computing-the-Cayley-Dickson-Twist.pdf	existing	https://www.researchgate.net/profile/John-Bales/publication/238738095_A_Tree_for_Computing_the_Cayley-Dickson_Twist/links/0a85e53a8b63445499000000/A-Tree-for-Computing-the-Cayley-Dickson-Twist.pdf	403	0	http_403	
