Atomic Species,Lattice Type,Lattice Spacing (m),Electric Field (V/m),Magnetic Field (T),Debye Temp (K),Debye Screening (m),e-Ph Coupling
Li,Honeycomb,7e-07,50000.0,1.0,100,1e-09,0.1
Li,Honeycomb,7e-07,50000.0,1.0,100,1e-09,0.5
Li,Honeycomb,7e-07,50000.0,1.0,100,1e-09,1.0
Li,Honeycomb,7e-07,50000.0,1.0,100,5e-09,0.1
Li,Honeycomb,7e-07,50000.0,1.0,100,5e-09,0.5
Li,Honeycomb,7e-07,50000.0,1.0,100,5e-09,1.0
Li,Honeycomb,7e-07,50000.0,1.0,100,1e-08,0.1
Li,Honeycomb,7e-07,50000.0,1.0,100,1e-08,0.5
Li,Honeycomb,7e-07,50000.0,1.0,100,1e-08,1.0
Li,Honeycomb,7e-07,50000.0,1.0,200,1e-09,0.1
Li,Honeycomb,7e-07,50000.0,1.0,200,1e-09,0.5
Li,Honeycomb,7e-07,50000.0,1.0,200,1e-09,1.0
Li,Honeycomb,7e-07,50000.0,1.0,200,5e-09,0.1
Li,Honeycomb,7e-07,50000.0,1.0,200,5e-09,0.5
Li,Honeycomb,7e-07,50000.0,1.0,200,5e-09,1.0
Li,Honeycomb,7e-07,50000.0,1.0,200,1e-08,0.1
Li,Honeycomb,7e-07,50000.0,1.0,200,1e-08,0.5
Li,Honeycomb,7e-07,50000.0,1.0,200,1e-08,1.0
Li,Honeycomb,7e-07,50000.0,10.0,50,1e-09,0.1
Li,Honeycomb,7e-07,50000.0,10.0,50,1e-09,0.5
Li,Honeycomb,7e-07,50000.0,10.0,50,1e-09,1.0
Li,Honeycomb,7e-07,50000.0,10.0,50,5e-09,0.1
Li,Honeycomb,7e-07,50000.0,10.0,50,5e-09,0.5
Li,Honeycomb,7e-07,50000.0,10.0,50,5e-09,1.0
Li,Honeycomb,7e-07,50000.0,10.0,50,1e-08,0.1
Li,Honeycomb,7e-07,50000.0,10.0,50,1e-08,0.5
Li,Honeycomb,7e-07,50000.0,10.0,50,1e-08,1.0
Li,Honeycomb,7e-07,50000.0,10.0,100,1e-09,0.1
Li,Honeycomb,7e-07,50000.0,10.0,100,1e-09,0.5
Li,Honeycomb,7e-07,50000.0,10.0,100,1e-09,1.0
Li,Honeycomb,7e-07,50000.0,10.0,100,5e-09,0.1
Li,Honeycomb,7e-07,50000.0,10.0,100,5e-09,0.5
Li,Honeycomb,7e-07,50000.0,10.0,100,5e-09,1.0
Li,Honeycomb,7e-07,50000.0,10.0,100,1e-08,0.1
Li,Honeycomb,7e-07,50000.0,10.0,100,1e-08,0.5
Li,Honeycomb,7e-07,50000.0,10.0,100,1e-08,1.0
Li,Honeycomb,7e-07,50000.0,10.0,200,1e-09,0.1
Li,Honeycomb,7e-07,50000.0,10.0,200,1e-09,0.5
Li,Honeycomb,7e-07,50000.0,10.0,200,1e-09,1.0
Li,Honeycomb,7e-07,50000.0,10.0,200,5e-09,0.1
Li,Honeycomb,7e-07,50000.0,10.0,200,5e-09,0.5
Li,Honeycomb,7e-07,50000.0,10.0,200,5e-09,1.0
Li,Honeycomb,7e-07,50000.0,10.0,200,1e-08,0.1
Li,Honeycomb,7e-07,50000.0,10.0,200,1e-08,0.5
Li,Honeycomb,7e-07,50000.0,10.0,200,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,0.1,50,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,0.1,50,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,0.1,50,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,0.1,50,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,0.1,50,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,0.1,50,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,0.1,50,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,0.1,50,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,0.1,50,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,0.1,100,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,0.1,100,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,0.1,100,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,0.1,100,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,0.1,100,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,0.1,100,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,0.1,100,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,0.1,100,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,0.1,100,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,0.1,200,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,0.1,200,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,0.1,200,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,0.1,200,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,0.1,200,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,0.1,200,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,0.1,200,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,0.1,200,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,0.1,200,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,1.0,50,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,1.0,50,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,1.0,50,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,1.0,50,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,1.0,50,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,1.0,50,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,1.0,50,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,1.0,50,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,1.0,50,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,1.0,100,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,1.0,100,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,1.0,100,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,1.0,100,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,1.0,100,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,1.0,100,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,1.0,100,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,1.0,100,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,1.0,100,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,1.0,200,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,1.0,200,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,1.0,200,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,1.0,200,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,1.0,200,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,1.0,200,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,1.0,200,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,1.0,200,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,1.0,200,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,10.0,50,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,10.0,50,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,10.0,50,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,10.0,50,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,10.0,50,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,10.0,50,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,10.0,50,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,10.0,50,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,10.0,50,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,10.0,100,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,10.0,100,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,10.0,100,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,10.0,100,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,10.0,100,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,10.0,100,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,10.0,100,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,10.0,100,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,10.0,100,1e-08,1.0
Li,Honeycomb,7e-07,100000.0,10.0,200,1e-09,0.1
Li,Honeycomb,7e-07,100000.0,10.0,200,1e-09,0.5
Li,Honeycomb,7e-07,100000.0,10.0,200,1e-09,1.0
Li,Honeycomb,7e-07,100000.0,10.0,200,5e-09,0.1
Li,Honeycomb,7e-07,100000.0,10.0,200,5e-09,0.5
Li,Honeycomb,7e-07,100000.0,10.0,200,5e-09,1.0
Li,Honeycomb,7e-07,100000.0,10.0,200,1e-08,0.1
Li,Honeycomb,7e-07,100000.0,10.0,200,1e-08,0.5
Li,Honeycomb,7e-07,100000.0,10.0,200,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,0.1,50,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,0.1,50,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,0.1,50,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,0.1,50,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,0.1,50,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,0.1,50,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,0.1,50,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,0.1,50,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,0.1,50,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,0.1,100,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,0.1,100,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,0.1,100,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,0.1,100,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,0.1,100,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,0.1,100,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,0.1,100,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,0.1,100,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,0.1,100,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,0.1,200,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,0.1,200,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,0.1,200,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,0.1,200,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,0.1,200,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,0.1,200,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,0.1,200,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,0.1,200,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,0.1,200,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,1.0,50,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,1.0,50,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,1.0,50,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,1.0,50,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,1.0,50,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,1.0,50,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,1.0,50,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,1.0,50,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,1.0,50,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,1.0,100,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,1.0,100,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,1.0,100,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,1.0,100,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,1.0,100,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,1.0,100,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,1.0,100,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,1.0,100,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,1.0,100,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,1.0,200,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,1.0,200,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,1.0,200,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,1.0,200,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,1.0,200,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,1.0,200,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,1.0,200,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,1.0,200,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,1.0,200,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,10.0,50,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,10.0,50,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,10.0,50,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,10.0,50,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,10.0,50,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,10.0,50,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,10.0,50,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,10.0,50,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,10.0,50,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,10.0,100,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,10.0,100,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,10.0,100,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,10.0,100,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,10.0,100,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,10.0,100,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,10.0,100,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,10.0,100,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,10.0,100,1e-08,1.0
Li,Honeycomb,1e-06,10000.0,10.0,200,1e-09,0.1
Li,Honeycomb,1e-06,10000.0,10.0,200,1e-09,0.5
Li,Honeycomb,1e-06,10000.0,10.0,200,1e-09,1.0
Li,Honeycomb,1e-06,10000.0,10.0,200,5e-09,0.1
Li,Honeycomb,1e-06,10000.0,10.0,200,5e-09,0.5
Li,Honeycomb,1e-06,10000.0,10.0,200,5e-09,1.0
Li,Honeycomb,1e-06,10000.0,10.0,200,1e-08,0.1
Li,Honeycomb,1e-06,10000.0,10.0,200,1e-08,0.5
Li,Honeycomb,1e-06,10000.0,10.0,200,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,0.1,50,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,0.1,50,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,0.1,50,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,0.1,50,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,0.1,50,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,0.1,50,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,0.1,50,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,0.1,50,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,0.1,50,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,0.1,100,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,0.1,100,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,0.1,100,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,0.1,100,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,0.1,100,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,0.1,100,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,0.1,100,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,0.1,100,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,0.1,100,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,0.1,200,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,0.1,200,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,0.1,200,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,0.1,200,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,0.1,200,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,0.1,200,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,0.1,200,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,0.1,200,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,0.1,200,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,1.0,50,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,1.0,50,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,1.0,50,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,1.0,50,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,1.0,50,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,1.0,50,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,1.0,50,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,1.0,50,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,1.0,50,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,1.0,100,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,1.0,100,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,1.0,100,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,1.0,100,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,1.0,100,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,1.0,100,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,1.0,100,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,1.0,100,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,1.0,100,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,1.0,200,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,1.0,200,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,1.0,200,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,1.0,200,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,1.0,200,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,1.0,200,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,1.0,200,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,1.0,200,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,1.0,200,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,10.0,50,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,10.0,50,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,10.0,50,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,10.0,50,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,10.0,50,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,10.0,50,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,10.0,50,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,10.0,50,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,10.0,50,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,10.0,100,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,10.0,100,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,10.0,100,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,10.0,100,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,10.0,100,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,10.0,100,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,10.0,100,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,10.0,100,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,10.0,100,1e-08,1.0
Li,Honeycomb,1e-06,50000.0,10.0,200,1e-09,0.1
Li,Honeycomb,1e-06,50000.0,10.0,200,1e-09,0.5
Li,Honeycomb,1e-06,50000.0,10.0,200,1e-09,1.0
Li,Honeycomb,1e-06,50000.0,10.0,200,5e-09,0.1
Li,Honeycomb,1e-06,50000.0,10.0,200,5e-09,0.5
Li,Honeycomb,1e-06,50000.0,10.0,200,5e-09,1.0
Li,Honeycomb,1e-06,50000.0,10.0,200,1e-08,0.1
Li,Honeycomb,1e-06,50000.0,10.0,200,1e-08,0.5
Li,Honeycomb,1e-06,50000.0,10.0,200,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,0.1,50,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,0.1,50,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,0.1,50,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,0.1,50,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,0.1,50,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,0.1,50,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,0.1,50,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,0.1,50,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,0.1,50,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,0.1,100,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,0.1,100,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,0.1,100,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,0.1,100,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,0.1,100,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,0.1,100,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,0.1,100,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,0.1,100,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,0.1,100,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,0.1,200,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,0.1,200,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,0.1,200,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,0.1,200,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,0.1,200,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,0.1,200,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,0.1,200,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,0.1,200,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,0.1,200,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,1.0,50,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,1.0,50,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,1.0,50,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,1.0,50,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,1.0,50,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,1.0,50,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,1.0,50,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,1.0,50,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,1.0,50,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,1.0,100,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,1.0,100,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,1.0,100,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,1.0,100,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,1.0,100,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,1.0,100,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,1.0,100,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,1.0,100,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,1.0,100,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,1.0,200,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,1.0,200,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,1.0,200,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,1.0,200,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,1.0,200,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,1.0,200,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,1.0,200,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,1.0,200,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,1.0,200,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,10.0,50,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,10.0,50,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,10.0,50,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,10.0,50,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,10.0,50,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,10.0,50,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,10.0,50,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,10.0,50,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,10.0,50,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,10.0,100,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,10.0,100,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,10.0,100,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,10.0,100,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,10.0,100,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,10.0,100,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,10.0,100,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,10.0,100,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,10.0,100,1e-08,1.0
Li,Honeycomb,1e-06,100000.0,10.0,200,1e-09,0.1
Li,Honeycomb,1e-06,100000.0,10.0,200,1e-09,0.5
Li,Honeycomb,1e-06,100000.0,10.0,200,1e-09,1.0
Li,Honeycomb,1e-06,100000.0,10.0,200,5e-09,0.1
Li,Honeycomb,1e-06,100000.0,10.0,200,5e-09,0.5
Li,Honeycomb,1e-06,100000.0,10.0,200,5e-09,1.0
Li,Honeycomb,1e-06,100000.0,10.0,200,1e-08,0.1
Li,Honeycomb,1e-06,100000.0,10.0,200,1e-08,0.5
Li,Honeycomb,1e-06,100000.0,10.0,200,1e-08,1.0
Li,Triangular,5e-07,10000.0,0.1,50,1e-09,0.1
Li,Triangular,5e-07,10000.0,0.1,50,1e-09,0.5
Li,Triangular,5e-07,10000.0,0.1,50,1e-09,1.0
Li,Triangular,5e-07,10000.0,0.1,50,5e-09,0.1
Li,Triangular,5e-07,10000.0,0.1,50,5e-09,0.5
Li,Triangular,5e-07,10000.0,0.1,50,5e-09,1.0
Li,Triangular,5e-07,10000.0,0.1,50,1e-08,0.1
Li,Triangular,5e-07,10000.0,0.1,50,1e-08,0.5
Li,Triangular,5e-07,10000.0,0.1,50,1e-08,1.0
Li,Triangular,5e-07,10000.0,0.1,100,1e-09,0.1
Li,Triangular,5e-07,10000.0,0.1,100,1e-09,0.5
Li,Triangular,5e-07,10000.0,0.1,100,1e-09,1.0
Li,Triangular,5e-07,10000.0,0.1,100,5e-09,0.1
Li,Triangular,5e-07,10000.0,0.1,100,5e-09,0.5
Li,Triangular,5e-07,10000.0,0.1,100,5e-09,1.0
Li,Triangular,5e-07,10000.0,0.1,100,1e-08,0.1
Li,Triangular,5e-07,10000.0,0.1,100,1e-08,0.5
Li,Triangular,5e-07,10000.0,0.1,100,1e-08,1.0
Li,Triangular,5e-07,10000.0,0.1,200,1e-09,0.1
Li,Triangular,5e-07,10000.0,0.1,200,1e-09,0.5
Li,Triangular,5e-07,10000.0,0.1,200,1e-09,1.0
Li,Triangular,5e-07,10000.0,0.1,200,5e-09,0.1
Li,Triangular,5e-07,10000.0,0.1,200,5e-09,0.5
Li,Triangular,5e-07,10000.0,0.1,200,5e-09,1.0
Li,Triangular,5e-07,10000.0,0.1,200,1e-08,0.1
Li,Triangular,5e-07,10000.0,0.1,200,1e-08,0.5
Li,Triangular,5e-07,10000.0,0.1,200,1e-08,1.0
Li,Triangular,5e-07,10000.0,1.0,50,1e-09,0.1
Li,Triangular,5e-07,10000.0,1.0,50,1e-09,0.5
Li,Triangular,5e-07,10000.0,1.0,50,1e-09,1.0
